-1.090514E-4	8.768841E-5
1.000625E-1	7.830270E-3
1.999053E-1	1.774523E-2
3.000948E-1	3.033595E-2
3.999467E-1	4.537376E-2
5.001180E-1	6.304669E-2
5.999573E-1	8.351335E-2
7.000966E-1	1.070009E-1
7.998645E-1	1.319388E-1
9.000076E-1	1.611180E-1
9.998864E-1	1.933487E-1
1.100044E+0	2.289270E-1
1.199883E+0	2.668761E-1
1.300054E+0	3.077237E-1
1.399924E+0	3.527997E-1
1.499820E+0	4.050037E-1
1.600004E+0	4.537819E-1
1.699891E+0	5.082906E-1
1.800074E+0	5.697707E-1
1.899948E+0	6.311563E-1
2.000086E+0	6.926581E-1
2.099957E+0	7.794283E-1
2.200170E+0	8.531849E-1
2.300058E+0	9.348666E-1
2.400286E+0	1.022873E+0
2.500104E+0	1.124931E+0
2.600236E+0	1.434289E+0
2.700110E+0	1.562635E+0
2.800259E+0	1.702120E+0
2.900110E+0	2.048326E+0
3.000323E+0	2.735263E+0
3.099997E+0	3.455711E+0
3.199981E+0	4.814116E+0
3.300167E+0	5.585854E+0
3.399913E+0	5.554630E+0
3.500101E+0	6.140376E+0
3.599763E+0	8.156455E+0
3.700175E+0	9.407130E+0
3.799910E+0	1.103994E+1
3.900076E+0	1.246203E+1
3.999896E+0	1.311220E+1
4.100105E+0	1.397218E+1
4.199977E+0	1.516146E+1
4.300167E+0	1.571032E+1
4.400056E+0	1.652028E+1
4.500238E+0	1.810258E+1
4.600110E+0	1.950575E+1
4.699934E+0	2.045060E+1
4.800116E+0	2.155661E+1
4.899994E+0	2.218053E+1
5.000175E+0	2.337934E+1
5.100060E+0	2.408602E+1
5.200280E+0	2.543759E+1
5.300087E+0	2.616977E+1
5.400332E+0	2.734278E+1
5.500170E+0	2.883755E+1
5.600311E+0	3.020997E+1
5.700181E+0	3.290146E+1
5.800326E+0	3.506735E+1
5.900188E+0	3.753825E+1
6.000365E+0	4.006653E+1
6.100134E+0	4.270046E+1
6.200295E+0	4.510962E+1
6.300164E+0	4.783002E+1
6.400016E+0	5.064029E+1
6.500165E+0	5.362847E+1
6.600005E+0	5.744682E+1
6.700176E+0	6.112698E+1
6.800031E+0	6.473803E+1
6.900246E+0	6.889812E+1
7.000116E+0	7.316961E+1
7.100323E+0	7.750069E+1
7.200212E+0	8.191572E+1
7.300392E+0	8.670442E+1
7.400218E+0	9.142329E+1
7.500406E+0	9.610992E+1
7.600276E+0	1.009484E+2
7.700468E+0	1.060095E+2
7.800334E+0	1.112785E+2
7.900521E+0	1.164461E+2
8.000298E+0	1.218981E+2
