289.52	423.64
289.90	423.64
290.28	423.64
290.66	348.74
291.04	887.06
291.42	1341.13
291.80	1135.16
292.18	882.38
292.56	826.21
292.95	851.96
293.33	938.55
293.71	884.72
294.09	1249.85
294.47	1125.80
294.85	1022.81
295.23	964.30
295.61	1062.60
295.99	1046.22
296.37	1114.10
296.75	912.81
297.13	2043.29
297.51	994.73
297.90	1547.09
298.28	1270.91
298.66	1184.31
299.04	1039.20
299.42	1437.09
299.80	1397.30
300.18	1425.39
300.56	1186.65
300.94	1095.37
301.32	1685.19
301.70	1310.70
302.08	1214.74
302.46	2078.40
302.84	1231.12
303.22	1181.97
303.60	1881.79
303.98	2015.20
304.36	1551.78
304.74	1369.21
305.12	1488.58
305.50	1249.85
305.88	1891.15
306.26	1186.65
306.64	1308.36
307.02	1444.11
307.40	1167.93
307.78	1219.42
308.16	1301.34
308.54	1200.69
308.92	1245.16
309.30	1200.69
309.68	1362.19
310.06	1673.48
310.43	1160.91
310.81	1734.34
311.19	1252.19
311.57	1296.66
311.95	1420.71
312.33	1352.83
312.71	1280.27
313.09	1591.56
313.47	1146.86
313.85	1170.27
314.23	1224.10
314.61	1331.76
314.99	1390.28
315.36	1432.41
315.74	1294.32
316.12	1383.26
316.50	1378.58
316.88	1212.40
317.26	1235.80
317.64	1362.19
318.02	1142.18
318.39	1329.42
318.77	1200.69
319.15	1233.46
319.53	1371.55
319.91	1863.07
320.29	1902.86
320.67	1409.00
321.04	1060.26
321.42	1160.91
321.80	1116.44
322.18	1308.36
322.56	1064.94
322.94	1804.55
323.31	2464.58
323.69	1439.43
324.07	1565.82
324.45	1240.48
324.83	1212.40
325.21	1055.58
325.58	1284.95
325.96	1231.12
326.34	1465.18
326.72	1465.18
327.10	1769.44
327.47	1210.06
327.85	1076.65
328.23	1020.47
328.61	1462.83
328.98	1558.80
329.36	1139.84
329.74	1097.71
330.12	1022.81
330.50	1221.76
330.87	1165.59
331.25	1373.89
331.63	1268.57
332.01	1371.55
332.38	1235.80
332.76	1685.19
333.14	1214.74
333.51	1128.14
333.89	1647.74
334.27	1198.35
334.65	1109.41
335.02	1114.10
335.40	1282.61
335.78	1146.86
336.15	1418.36
336.53	1100.05
336.91	3363.35
337.29	1579.86
337.66	2169.68
338.04	1139.84
338.42	1359.85
338.79	1221.76
339.17	1423.05
339.55	1270.91
339.92	1306.02
340.30	1219.42
340.68	1397.30
341.05	1607.95
341.43	1217.08
341.81	1320.06
342.18	1242.82
342.56	1303.68
342.94	1905.20
343.31	1088.35
343.69	1577.52
344.07	1149.20
344.44	1053.24
344.82	1263.89
345.19	1167.93
345.57	1240.48
345.95	1418.36
346.32	1446.45
346.70	1184.31
347.07	1221.76
347.45	1540.07
347.83	1301.34
348.20	1774.13
348.58	1146.86
348.95	1341.13
349.33	1200.69
349.71	1163.25
350.08	1341.13
350.46	1561.14
350.83	1270.91
351.21	1394.96
351.58	2031.58
351.96	1933.28
352.34	1750.72
352.71	1338.79
353.09	1364.53
353.46	1488.58
353.84	1671.14
354.21	1607.95
354.59	1273.25
354.96	1474.54
355.34	1095.37
355.71	1144.52
356.09	1563.48
356.46	1352.83
356.84	1593.90
357.21	1448.79
357.59	1121.12
357.96	1462.83
358.34	1146.86
358.71	1657.10
359.09	1177.29
359.46	1509.65
359.84	1118.78
360.21	1071.97
360.59	1406.66
360.96	1263.89
361.34	1088.35
361.71	1614.97
362.09	1240.48
362.46	1200.69
362.84	1226.44
363.21	1589.22
363.59	1310.70
363.96	1102.39
364.33	1430.07
364.71	1511.99
365.08	1844.34
365.46	1240.48
365.83	1137.50
366.21	1462.83
366.58	1507.30
366.95	1256.87
367.33	1263.89
367.70	1212.40
368.08	1221.76
368.45	1329.42
368.82	1453.47
369.20	1287.29
369.57	1273.25
369.95	1219.42
370.32	1111.75
370.69	1535.39
371.07	1226.44
371.44	1301.34
371.81	1184.31
372.19	1308.36
372.56	1149.20
372.94	1142.18
373.31	1188.99
373.68	1371.55
374.06	1224.10
374.43	1142.18
374.80	1549.43
375.18	1390.28
375.55	1299.00
375.92	1090.69
376.30	1303.68
376.67	1139.84
377.04	1245.16
377.42	1245.16
377.79	1799.87
378.16	1156.22
378.54	1191.33
378.91	1146.86
379.28	1369.21
379.65	1196.01
380.03	1217.08
380.40	1214.74
380.77	1551.78
381.15	1650.08
381.52	1170.27
381.89	1135.16
382.26	1240.48
382.64	1507.30
383.01	1214.74
383.38	1198.35
383.75	6548.82
384.13	1755.40
384.50	1270.91
384.87	1104.73
385.24	1331.76
385.62	1256.87
385.99	1870.09
386.36	1114.10
386.73	2345.22
387.10	1872.43
387.48	1212.40
387.85	1205.38
388.22	1221.76
388.59	1584.54
388.97	1294.32
389.34	1345.81
389.71	1174.95
390.08	1296.66
390.45	1039.20
390.82	1144.52
391.20	1069.62
391.57	1345.81
391.94	1186.65
392.31	1626.67
392.68	1235.80
393.06	1308.36
393.43	1158.57
393.80	1210.06
394.17	1980.09
394.54	1268.57
394.91	1369.21
395.28	1713.27
395.66	1156.22
396.03	1277.93
396.40	1226.44
396.77	1203.04
397.14	1095.37
397.51	1296.66
397.88	1703.91
398.25	1317.72
398.62	1252.19
399.00	1116.44
399.37	1172.61
399.74	1416.02
400.11	1146.86
400.48	1153.88
400.85	1153.88
401.22	1338.79
401.59	1217.08
401.96	1301.34
402.33	1086.01
402.70	1327.08
403.07	1542.41
403.45	1654.76
403.82	1207.72
404.19	1114.10
404.56	1329.42
404.93	1228.78
405.30	1296.66
405.67	1556.46
406.04	1572.84
406.41	1640.72
406.78	1170.27
407.15	1596.25
407.52	1331.76
407.89	1217.08
408.26	1348.15
408.63	1123.46
409.00	1317.72
409.37	1266.23
409.74	1280.27
410.11	1226.44
410.48	1476.88
410.85	1254.53
411.22	1245.16
411.59	1174.95
411.96	1334.11
412.33	1149.20
412.70	1460.49
413.07	1984.77
413.44	1291.98
413.81	1507.30
414.18	1069.62
414.55	1018.13
414.91	1184.31
415.28	1277.93
415.65	2165.00
416.02	1198.35
416.39	1364.53
416.76	1121.12
417.13	1163.25
417.50	1416.02
417.87	1460.49
418.24	1355.17
418.61	1582.20
418.98	1184.31
419.35	1324.74
419.71	1329.42
420.08	1453.47
420.45	1299.00
420.82	1458.15
421.19	1310.70
421.56	1196.01
421.93	1132.82
422.30	1294.32
422.66	1280.27
423.03	1331.76
423.40	2071.37
423.77	1703.91
424.14	1624.33
424.51	1392.62
424.88	1617.31
425.24	1441.77
425.61	1186.65
425.98	1409.00
426.35	1179.63
426.72	1004.09
