0.000000E+0	-1.102832E-5
5.000000E-2	-8.783506E-6
1.000000E-1	-8.731955E-6
1.500000E-1	-8.764757E-6
2.000000E-1	-8.806935E-6
2.500000E-1	-8.694465E-6
3.000000E-1	-8.713205E-6
3.500000E-1	-8.741327E-6
4.000000E-1	-8.811621E-6
4.500000E-1	-8.713207E-6
5.000000E-1	-8.736630E-6
5.500000E-1	-8.699150E-6
6.000000E-1	-8.830362E-6
6.500000E-1	-8.708519E-6
7.000000E-1	-8.792864E-6
7.500000E-1	-8.769449E-6
8.000000E-1	-8.802247E-6
8.500000E-1	-8.661660E-6
9.000000E-1	-8.741324E-6
9.500000E-1	-8.891288E-6
1.000000E+0	-8.825677E-6
